SPECIES,LITERAL LATIN,COMMON NAME,GENUS,FAMILY,ORDER,CLADE,COMMON GENUS NAME,COMMON FAMILY NAME,LIFE-FORM TYPE,SEEN AT,GROWTH FORM,SPECIFIC LOCATION,GENERAL LOCATION,HEMISPHERE,GROWTH HABIT,HORTICULTURAL DEVELOPMENT,COMMERCIAL STATUS,CONSERVATION STATUS,SOURCE,NOTES,IMAGE
ixora coccinea,scarlet ixora,flame of the woods,ixora,rubiaceae,gentianales,dicots,flame of the woods,madder family,phanerophyte,,shrub,India and Sri Lanka,South Asia,Northern,Both,High,Major,Locally common,natural,Bright red flower clusters; popular tropical hedge plant; attracts butterflies,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Ixora_coccinea_flowers.jpg/1024px-Ixora_coccinea_flowers.jpg
jacaranda mimosifolia,mimosa-leaved jacaranda,blue jacaranda,jacaranda,bignoniaceae,lamiales,dicots,jacarandas,trumpet vine family,phanerophyte,,tree,Argentina and Bolivia,South America,Southern,Both,High,Major,Locally common,natural,Spectacular purple-blue flowers; fern-like foliage; vulnerable in native range but widely planted,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Jacaranda_mimosifolia_flowers.jpg/1024px-Jacaranda_mimosifolia_flowers.jpg
jacobaea maritima,seaside jacobaea,dusty miller,jacobaea,asteraceae,asterales,dicots,ragworts,aster family,hemicryptophyte,,herb,Mediterranean,Mediterranean,Northern,Both,High,Major,Locally common,natural,Silver-white fuzzy foliage; yellow daisy flowers; popular foliage plant,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Jacobaea_maritima_foliage.jpg/1024px-Jacobaea_maritima_foliage.jpg
jacobaea vulgaris,common jacobaea,common ragwort,jacobaea,asteraceae,asterales,dicots,ragworts,aster family,hemicryptophyte,,herb,Europe,Europe,Northern,Wild,Low,None,Widespread/Common,natural,Yellow daisy flowers; toxic to livestock; important for wildlife; invasive in some regions,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Jacobaea_vulgaris_flowers.jpg/1024px-Jacobaea_vulgaris_flowers.jpg
jasminum mesnyi,Mesny's jasmine,primrose jasmine,jasminum,oleaceae,lamiales,dicots,jasmines,olive family,phanerophyte,,shrub,China,East Asia,Northern,Both,High,Major,Locally common,natural,Yellow flowers; semi-climbing habit; blooms before leaves appear; fragrant,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Jasminum_mesnyi_flowers.jpg/1024px-Jasminum_mesnyi_flowers.jpg
jasminum nudiflorum,naked-flowered jasmine,winter jasmine,jasminum,oleaceae,lamiales,dicots,jasmines,olive family,phanerophyte,,shrub,China,East Asia,Northern,Both,High,Major,Widespread/Common,natural,Bright yellow flowers in winter; green stems; extremely hardy; low maintenance,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Jasminum_nudiflorum_flowers.jpg/1024px-Jasminum_nudiflorum_flowers.jpg
jasminum sambac,sambac jasmine,arabian jasmine,jasminum,oleaceae,lamiales,dicots,jasmines,olive family,phanerophyte,,shrub,South and Southeast Asia,Asia,Northern,Both,High,Major,Locally common,natural,Intensely fragrant white flowers; used for tea and perfume; national flower of Philippines,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Jasminum_sambac_flowers.jpg/1024px-Jasminum_sambac_flowers.jpg
jatropha curcas,purging jatropha,physic nut,jatropha,euphorbiaceae,malpighiales,dicots,physic nuts,spurge family,phanerophyte,,shrub,Central America,Central America,Northern,Both,High,Major,Widespread/Common,natural,Seeds produce biodiesel oil; toxic seeds; drought-tolerant; small greenish flowers,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Jatropha_curcas_seeds.jpg/1024px-Jatropha_curcas_seeds.jpg
jatropha gossypiifolia,cotton-leaved jatropha,bellyache bush,jatropha,euphorbiaceae,malpighiales,dicots,physic nuts,spurge family,phanerophyte,,shrub,Central America,Central America,Northern,Both,Moderate,Limited,Widespread/Common,natural,Red flowers; three-lobed leaves; toxic; can be invasive in tropical regions,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Jatropha_gossypiifolia_flowers.jpg/1024px-Jatropha_gossypiifolia_flowers.jpg
jatropha integerrima,entire-leaved jatropha,peregrina,jatropha,euphorbiaceae,malpighiales,dicots,physic nuts,spurge family,phanerophyte,,shrub,Caribbean,Caribbean,Northern,Both,High,Major,Locally common,natural,Bright red flowers; fiddle-shaped leaves; popular tropical ornamental; less toxic than relatives,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Jatropha_integerrima_flowers.jpg/1024px-Jatropha_integerrima_flowers.jpg
juglans nigra,black walnut,black walnut,juglans,juglandaceae,fagales,dicots,walnuts,walnut family,phanerophyte,,tree,Eastern North America,North America,Northern,Wild,Moderate,Major,Widespread/Common,natural,Valuable timber and nuts; allelopathic to other plants; compound pinnate leaves,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Juglans_nigra_tree.jpg/1024px-Juglans_nigra_tree.jpg
juglans regia,royal walnut,english walnut,juglans,juglandaceae,fagales,dicots,walnuts,walnut family,phanerophyte,,tree,Asia,Asia,Northern,Both,High,Major,Widespread/Common,natural,Major nut crop worldwide; valuable timber; ancient cultivation; large compound leaves,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Juglans_regia_nuts.jpg/1024px-Juglans_regia_nuts.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
juniperus communis,common juniper,common juniper,juniperus,cupressaceae,pinales,conifers,junipers,cypress family,phanerophyte,,shrub,Northern Hemisphere,Global,Northern,Wild,Low,Limited,Widespread/Common,natural,Berries used for gin flavoring; extremely wide distribution; needle-like leaves,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Juniperus_communis_berries.jpg/1024px-Juniperus_communis_berries.jpg
juniperus oxycedrus,sharp cedar juniper,prickly juniper,juniperus,cupressaceae,pinales,conifers,junipers,cypress family,phanerophyte,,shrub,Mediterranean,Mediterranean,Northern,Wild,Low,Limited,Widespread/Common,natural,Sharp-pointed needles; produces cade oil; red-brown berries; drought-tolerant,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Juniperus_oxycedrus_shrub.jpg/1024px-Juniperus_oxycedrus_shrub.jpg
justicia spicigera,spike-bearing justicia,mexican honeysuckle,justicia,acanthaceae,lamiales,dicots,water willows,acanthus family,phanerophyte,,shrub,Mexico,North America,Northern,Both,Moderate,Limited,Locally common,natural,Orange tubular flowers; attracts hummingbirds; velvety heart-shaped leaves,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Justicia_spicigera_flowers.jpg/1024px-Justicia_spicigera_flowers.jpg
kalanchoe blossfeldiana,Blossfeld's kalanchoe,flaming katy,kalanchoe,crassulaceae,saxifragales,dicots,kalanchoes,stonecrop family,chamaephyte,,herb,Madagascar,Africa,Southern,Both,High,Major,Locally common,natural,Bright flower clusters; thick succulent leaves; popular houseplant; many color forms,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Kalanchoe_blossfeldiana_flowers.jpg/1024px-Kalanchoe_blossfeldiana_flowers.jpg
kalanchoe daigremontiana,Daigremont's kalanchoe,mother of thousands,kalanchoe,crassulaceae,saxifragales,dicots,kalanchoes,stonecrop family,chamaephyte,,herb,Madagascar,Africa,Southern,Both,High,Major,Locally common,natural,Produces plantlets on leaf edges; gray-green spotted leaves; can be invasive,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Kalanchoe_daigremontiana_plantlets.jpg/1024px-Kalanchoe_daigremontiana_plantlets.jpg
kalanchoe pinnatum,pinnate kalanchoe,air plant,kalanchoe,crassulaceae,saxifragales,dicots,kalanchoes,stonecrop family,chamaephyte,,herb,Madagascar,Africa,Southern,Both,High,Limited,Locally common,natural,Scalloped leaves produce plantlets; medicinal uses; pink bell flowers,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Kalanchoe_pinnata_leaves.jpg/1024px-Kalanchoe_pinnata_leaves.jpg
kigelia africana,african kigelia,sausage tree,kigelia,bignoniaceae,lamiales,dicots,sausage trees,trumpet vine family,phanerophyte,,tree,Tropical Africa,Africa,Northern,Wild,Moderate,Limited,Locally common,natural,Large sausage-shaped hanging fruits; red flowers; sacred tree in many African cultures,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Kigelia_africana_fruits.jpg/1024px-Kigelia_africana_fruits.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
kniphofia uvaria,grape-like kniphofia,red hot poker,kniphofia,asphodelaceae,asparagales,monocots,torch lilies,asphodel family,hemicryptophyte,,herb,South Africa,Africa,Southern,Both,High,Major,Locally common,natural,Orange-red poker-shaped flowers; grass-like leaves; attracts hummingbirds,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Kniphofia_uvaria_flowers.jpg/1024px-Kniphofia_uvaria_flowers.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
kroenleinia grusonii,Gruson's kroenleinia,golden barrel cactus,kroenleinia,cactaceae,caryophyllales,dicots,barrel cacti,cactus family,chamaephyte,,herb,Central Mexico,North America,Northern,Both,High,Major,Rare,natural,Spherical golden-spined cactus; yellow flowers; extremely slow-growing; endangered in wild,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Echinocactus_grusonii_cactus.jpg/1024px-Echinocactus_grusonii_cactus.jpg
kumara plicatilis,folded kumara,fan aloe,kumara,asphodelaceae,asparagales,monocots,fan aloes,asphodel family,phanerophyte,,shrub,South Africa,Africa,Southern,Wild,Moderate,Limited,Rare,natural,Unique fan-shaped succulent; orange-red flowers; endangered in wild; distinctive flat leaves,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Aloe_plicatilis_fan.jpg/1024px-Aloe_plicatilis_fan.jpg
kunzea robusta,robust kunzea,kanuka,kunzea,myrtaceae,myrtales,dicots,kunzeas,myrtle family,phanerophyte,,tree,New Zealand,New Zealand,Southern,Wild,Low,Limited,Locally common,natural,Small white bottlebrush flowers; tea tree relative; important honey plant; pioneer species,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Kunzea_robusta_flowers.jpg/1024px-Kunzea_robusta_flowers.jpg
lactuca serriola,saw-toothed lettuce,prickly lettuce,lactuca,asteraceae,asterales,dicots,lettuces,aster family,therophyte,,herb,Europe,Europe,Northern,Wild,Low,None,Widespread/Common,natural,Ancestor of cultivated lettuce; spiny stems; yellow flowers; compass plant,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Lactuca_serriola_plant.jpg/1024px-Lactuca_serriola_plant.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
lantana camara,thorny lantana,common lantana,lantana,verbenaceae,lamiales,dicots,shrub verbenas,vervain family,phanerophyte,,shrub,Central and South America,Americas,Both,Both,High,Major,Widespread/Common,natural,Multicolored flower clusters; highly invasive species; toxic to livestock,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Lantana_camara_flowers.jpg/1024px-Lantana_camara_flowers.jpg
larix decidua,deciduous larch,european larch,larix,pinaceae,pinales,conifers,larches,pine family,phanerophyte,,tree,European Alps,Europe,Northern,Both,High,Major,Locally common,natural,Deciduous conifer; golden autumn color; important timber tree; needle-like leaves,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Larix_decidua_autumn.jpg/1024px-Larix_decidua_autumn.jpg
larix kaempferi,Kaempfer's larch,japanese larch,larix,pinaceae,pinales,conifers,larches,pine family,phanerophyte,,tree,Japan,East Asia,Northern,Both,High,Major,Locally common,natural,Fast-growing deciduous conifer; orange autumn color; widely planted for timber,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Larix_kaempferi_cones.jpg/1024px-Larix_kaempferi_cones.jpg
larix laricina,larch-like larch,american larch,larix,pinaceae,pinales,conifers,larches,pine family,phanerophyte,,tree,Northern North America,North America,Northern,Wild,Low,Limited,Widespread/Common,natural,Northernmost deciduous conifer; bog species; brilliant yellow fall color; also called tamarack,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Larix_laricina_autumn.jpg/1024px-Larix_laricina_autumn.jpg
lathyrus odoratus,fragrant lathyrus,sweet pea,lathyrus,fabaceae,fabales,dicots,peas,legume family,therophyte,,vine,Southern Italy,Mediterranean,Northern,Both,High,Major,Locally common,natural,Intensely fragrant flowers; climbing annual; many color forms; popular cut flower,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Lathyrus_odoratus_flowers.jpg/1024px-Lathyrus_odoratus_flowers.jpg
lathyrus sylvestris,woodland lathyrus,narrow-leaved everlasting pea,lathyrus,fabaceae,fabales,dicots,peas,legume family,hemicryptophyte,,vine,Europe,Europe,Northern,Wild,Low,None,Widespread/Common,natural,Pink pea flowers; climbing perennial; winged stems; woodland edges,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Lathyrus_sylvestris_flowers.jpg/1024px-Lathyrus_sylvestris_flowers.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
lavandula angustifolia,narrow-leaved lavender,english lavender,lavandula,lamiaceae,lamiales,dicots,lavenders,mint family,chamaephyte,,shrub,Mediterranean,Mediterranean,Northern,Both,High,Major,Widespread/Common,natural,Essential oil production; purple flower spikes; drought-tolerant; aromatic foliage,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Lavandula_angustifolia_flowers.jpg/1024px-Lavandula_angustifolia_flowers.jpg
lavandula dentata,toothed lavender,french lavender,lavandula,lamiaceae,lamiales,dicots,lavenders,mint family,chamaephyte,,shrub,Mediterranean,Mediterranean,Northern,Both,High,Major,Widespread/Common,natural,Serrated leaves; purple flowers with prominent bracts; less cold-hardy than English lavender,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Lavandula_dentata_flowers.jpg/1024px-Lavandula_dentata_flowers.jpg
lavandula stoechas,spike lavender,spanish lavender,lavandula,lamiaceae,lamiales,dicots,lavenders,mint family,chamaephyte,,shrub,Mediterranean,Mediterranean,Northern,Both,High,Major,Widespread/Common,natural,Distinctive butterfly-like bracts; dark purple flowers; compact growth habit,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Lavandula_stoechas_flowers.jpg/1024px-Lavandula_stoechas_flowers.jpg
lemmaphyllum microphyllum,small-leaved lemmaphyllum,tiny leaf fern,lemmaphyllum,polypodiaceae,polypodiales,ferns,lemmaphyllum ferns,polypody fern family,hemicryptophyte,,herb,East Asia,East Asia,Northern,Wild,Low,None,Locally common,natural,Epiphytic fern; tiny round leaves; grows on rocks and trees,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Lemmaphyllum_microphyllum_fronds.jpg/1024px-Lemmaphyllum_microphyllum_fronds.jpg
leonurus cardiaca,heart-healing leonurus,motherwort,leonurus,lamiaceae,lamiales,dicots,motherworts,mint family,hemicryptophyte,,herb,Central Asia,Asia,Northern,Both,Low,Limited,Widespread/Common,natural,Pink flowers in whorls; palmate leaves; traditional medicinal herb; self-seeds readily,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Leonurus_cardiaca_flowers.jpg/1024px-Leonurus_cardiaca_flowers.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
leucadendron argenteum,silvery leucadendron,silver tree,leucadendron,proteaceae,proteales,dicots,conebushes,protea family,phanerophyte,,tree,South Africa,Africa,Southern,Wild,High,Major,Very rare,natural,Spectacular silver foliage; endemic to Table Mountain; critically endangered; iconic tree,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Leucadendron_argenteum_tree.jpg/1024px-Leucadendron_argenteum_tree.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
leucophyllum frutescens,shrubby leucophyllum,texas sage,leucophyllum,scrophulariaceae,lamiales,dicots,barometer bushes,figwort family,chamaephyte,,shrub,Texas and Mexico,North America,Northern,Wild,High,Major,Locally common,natural,Silvery foliage; purple tubular flowers; extremely drought-tolerant desert plant,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Leucophyllum_frutescens_flowers.jpg/1024px-Leucophyllum_frutescens_flowers.jpg
leucospermum conocarpodendron,cone-fruit leucospermum,tree pincushion,leucospermum,proteaceae,proteales,dicots,pincushions,protea family,phanerophyte,,tree,South Africa,Africa,Southern,Wild,High,Major,Rare,natural,Yellow pincushion flowers; protea family member; endangered in wild; popular cut flower,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Leucospermum_conocarpodendron_flowers.jpg/1024px-Leucospermum_conocarpodendron_flowers.jpg
leymus mollis,soft leymus,american dune grass,leymus,poaceae,poales,monocots,wildryes,grass family,hemicryptophyte,,herb,North Pacific coasts,Pacific Rim,Northern,Wild,Moderate,Limited,Widespread/Common,natural,Important dune stabilizer; blue-green foliage; coastal adaptation,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Leymus_mollis_grass.jpg/1024px-Leymus_mollis_grass.jpg
liatris pycnostachya,dense-spiked liatris,prairie blazingstar,liatris,asteraceae,asterales,dicots,blazingstars,aster family,geophyte,,herb,Central North America,North America,Northern,Wild,High,Major,Locally common,natural,Purple flower spikes; important prairie plant; attracts butterflies; tall stems from corms,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Liatris_pycnostachya_flowers.jpg/1024px-Liatris_pycnostachya_flowers.jpg
libertia ixioides,ixia-like libertia,new zealand iris,libertia,iridaceae,asparagales,monocots,libertias,iris family,hemicryptophyte,,herb,New Zealand,New Zealand,Southern,Both,Moderate,Limited,Locally common,natural,White iris-like flowers; orange berries; sword-shaped leaves; clump-forming,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Libertia_ixioides_flowers.jpg/1024px-Libertia_ixioides_flowers.jpg
ligustrum lucidum,shiny ligustrum,chinese privet,ligustrum,oleaceae,lamiales,dicots,privets,olive family,phanerophyte,,tree,China,East Asia,Northern,Both,Low,Limited,Widespread/Common,natural,Small white flower clusters; black berries; widely planted hedge; can be invasive,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Ligustrum_lucidum_flowers.jpg/1024px-Ligustrum_lucidum_flowers.jpg
